method,score_space,variant,kind,class_id,class_name,observed_keep_frac,iou,delta_iou,acc,base_iou,support,pred_support,intersection
ptv3_scannet20_maskedmodel_full,retained,clean_voxel,clean,0,wall,1.0,0.8725047316134511,0.0,0.9532559958562669,0.8725047316134511,7645280,7995488,7287909
ptv3_scannet20_maskedmodel_full,retained,clean_voxel,clean,1,floor,1.0,0.9637961132638038,0.0,0.9865095604399073,0.9637961132638038,6968194,7038407,6874190
ptv3_scannet20_maskedmodel_full,retained,clean_voxel,clean,2,cabinet,1.0,0.717624713732254,0.0,0.8268042949469034,0.717624713732254,999407,978364,826314
ptv3_scannet20_maskedmodel_full,retained,clean_voxel,clean,3,bed,1.0,0.8403140222686151,0.0,0.8818401318161693,0.8403140222686151,657279,612096,579615
ptv3_scannet20_maskedmodel_full,retained,clean_voxel,clean,4,chair,1.0,0.9254042331578519,0.0,0.962689818049146,0.9254042331578519,2091279,2097513,2013253
ptv3_scannet20_maskedmodel_full,retained,clean_voxel,clean,5,sofa,1.0,0.8703512561754234,0.0,0.937993986920001,0.8703512561754234,580734,589859,544725
ptv3_scannet20_maskedmodel_full,retained,clean_voxel,clean,6,table,1.0,0.7769797906096754,0.0,0.8636788885095563,0.7769797906096754,1060342,1034113,915795
ptv3_scannet20_maskedmodel_full,retained,clean_voxel,clean,7,door,1.0,0.7298958012763967,0.0,0.8489731617856807,0.7298958012763967,1086734,1099901,922608
ptv3_scannet20_maskedmodel_full,retained,clean_voxel,clean,8,window,1.0,0.7190882817715506,0.0,0.8208292237090553,0.7190882817715506,829354,798100,680758
ptv3_scannet20_maskedmodel_full,retained,clean_voxel,clean,9,bookshelf,1.0,0.8305206263117813,0.0,0.9158532921866891,0.8305206263117813,732340,745961,670716
ptv3_scannet20_maskedmodel_full,retained,clean_voxel,clean,10,picture,1.0,0.38812405485874535,0.0,0.49580556539641557,0.38812405485874535,149603,115680,74174
ptv3_scannet20_maskedmodel_full,retained,clean_voxel,clean,11,counter,1.0,0.7180998477692334,0.0,0.8142633129734305,0.7180998477692334,158154,149958,128779
ptv3_scannet20_maskedmodel_full,retained,clean_voxel,clean,12,desk,1.0,0.7055457384908752,0.0,0.8650294653380476,0.7055457384908752,466650,509149,403666
ptv3_scannet20_maskedmodel_full,retained,clean_voxel,clean,13,curtain,1.0,0.7778308617302855,0.0,0.872254271664466,0.7778308617302855,418104,415448,364693
ptv3_scannet20_maskedmodel_full,retained,clean_voxel,clean,14,refridgerator,1.0,0.712552236495898,0.0,0.7678733454312549,0.712552236495898,149888,126732,115095
ptv3_scannet20_maskedmodel_full,retained,clean_voxel,clean,15,shower curtain,1.0,0.6965470034872205,0.0,0.745662851031805,0.6965470034872205,100988,82424,75303
ptv3_scannet20_maskedmodel_full,retained,clean_voxel,clean,16,toilet,1.0,0.9393154302227081,0.0,0.9799111203513592,0.9393154302227081,76958,78738,75412
ptv3_scannet20_maskedmodel_full,retained,clean_voxel,clean,17,sink,1.0,0.6963258078795919,0.0,0.7951176724202002,0.6963258078795919,67263,63025,53482
ptv3_scannet20_maskedmodel_full,retained,clean_voxel,clean,18,bathtub,1.0,0.8895322403786995,0.0,0.9220203196252084,0.8895322403786995,72147,69156,66521
ptv3_scannet20_maskedmodel_full,retained,clean_voxel,clean,19,otherfurniture,1.0,0.6285211039703545,0.0,0.6692509570481565,0.6285211039703545,1088242,798828,728307
ptv3_scannet20_maskedmodel_full,retained,random_keep0p2,random_drop,0,wall,0.20008098486906442,0.8390242375116108,-0.033480494101840286,0.9453771218801836,0.8725047316134511,1530659,1641073,1447050
ptv3_scannet20_maskedmodel_full,retained,random_keep0p2,random_drop,1,floor,0.20008098486906442,0.9526325686608252,-0.011163544602978526,0.9883735776299858,0.9637961132638038,1394152,1430249,1377943
ptv3_scannet20_maskedmodel_full,retained,random_keep0p2,random_drop,2,cabinet,0.20008098486906442,0.6539386053449748,-0.06368610838727917,0.8086273094543519,0.717624713732254,199506,208519,161326
ptv3_scannet20_maskedmodel_full,retained,random_keep0p2,random_drop,3,bed,0.20008098486906442,0.7864103912802075,-0.05390363098840756,0.8201738679913746,0.8403140222686151,131249,113282,107647
ptv3_scannet20_maskedmodel_full,retained,random_keep0p2,random_drop,4,chair,0.20008098486906442,0.8897198048283143,-0.035684428329537665,0.937293966746982,0.9254042331578519,417105,413253,390950
ptv3_scannet20_maskedmodel_full,retained,random_keep0p2,random_drop,5,sofa,0.20008098486906442,0.8517992233103764,-0.01855203286504703,0.9125373005232877,0.8703512561754234,115615,113747,105503
ptv3_scannet20_maskedmodel_full,retained,random_keep0p2,random_drop,6,table,0.20008098486906442,0.7499169864614373,-0.02706280414823803,0.8413896853542591,0.7769797906096754,212048,204280,178415
ptv3_scannet20_maskedmodel_full,retained,random_keep0p2,random_drop,7,door,0.20008098486906442,0.6135270858046656,-0.11636871547173111,0.7131970012456503,0.7298958012763967,217557,190504,155161
ptv3_scannet20_maskedmodel_full,retained,random_keep0p2,random_drop,8,window,0.20008098486906442,0.6146199598293962,-0.10446832194215439,0.7609723200684017,0.7190882817715506,166077,165926,126380
ptv3_scannet20_maskedmodel_full,retained,random_keep0p2,random_drop,9,bookshelf,0.20008098486906442,0.8096325513805269,-0.02088807493125433,0.9062762707346573,0.8305206263117813,146313,150065,132600
ptv3_scannet20_maskedmodel_full,retained,random_keep0p2,random_drop,10,picture,0.20008098486906442,0.21485313135045198,-0.17327092350829337,0.23232894955884725,0.38812405485874535,30035,9421,6978
ptv3_scannet20_maskedmodel_full,retained,random_keep0p2,random_drop,11,counter,0.20008098486906442,0.6261095293920599,-0.09199031837717353,0.7143858084652355,0.7180998477692334,31399,26858,22431
ptv3_scannet20_maskedmodel_full,retained,random_keep0p2,random_drop,12,desk,0.20008098486906442,0.670673524286463,-0.03487221420441222,0.8477561189465458,0.7055457384908752,93521,103976,79283
ptv3_scannet20_maskedmodel_full,retained,random_keep0p2,random_drop,13,curtain,0.20008098486906442,0.6730221969265787,-0.10480866480370676,0.7951297999567724,0.7778308617302855,83282,81330,66220
ptv3_scannet20_maskedmodel_full,retained,random_keep0p2,random_drop,14,refridgerator,0.20008098486906442,0.5963085144087881,-0.11624372208710998,0.7362822325456112,0.712552236495898,29706,28845,21872
ptv3_scannet20_maskedmodel_full,retained,random_keep0p2,random_drop,15,shower curtain,0.20008098486906442,0.6773125782787589,-0.019234425208461636,0.749975235264979,0.6965470034872205,20190,17308,15142
ptv3_scannet20_maskedmodel_full,retained,random_keep0p2,random_drop,16,toilet,0.20008098486906442,0.920487774528707,-0.018827655694001133,0.9520592020591959,0.9393154302227081,15540,15328,14795
ptv3_scannet20_maskedmodel_full,retained,random_keep0p2,random_drop,17,sink,0.20008098486906442,0.6260727421332201,-0.0702530657463718,0.6915958167180747,0.6963258078795919,13291,10583,9192
ptv3_scannet20_maskedmodel_full,retained,random_keep0p2,random_drop,18,bathtub,0.20008098486906442,0.8614393838799571,-0.02809285649874238,0.900979098673697,0.8895322403786995,14401,13636,12975
ptv3_scannet20_maskedmodel_full,retained,random_keep0p2,random_drop,19,otherfurniture,0.20008098486906442,0.558069224805194,-0.07045187916516049,0.5906796561604583,0.6285211039703545,218125,141588,128842
ptv3_scannet20_maskedmodel_full,retained,fixed_points_4000,fixed_count_drop,0,wall,0.048796060629403934,0.559426576011514,-0.3130781556019371,0.9607781559823861,0.8725047316134511,296136,496979,284521
ptv3_scannet20_maskedmodel_full,retained,fixed_points_4000,fixed_count_drop,1,floor,0.048796060629403934,0.8237899629670148,-0.14000615029678898,0.9507909418598419,0.9637961132638038,261334,288763,248474
ptv3_scannet20_maskedmodel_full,retained,fixed_points_4000,fixed_count_drop,2,cabinet,0.048796060629403934,0.34522578800343057,-0.37239892572882344,0.38699575895058586,0.717624713732254,40556,20602,15695
ptv3_scannet20_maskedmodel_full,retained,fixed_points_4000,fixed_count_drop,3,bed,0.048796060629403934,0.0058947738870314716,-0.8344192483815835,0.005896070752849009,0.8403140222686151,22727,139,134
ptv3_scannet20_maskedmodel_full,retained,fixed_points_4000,fixed_count_drop,4,chair,0.048796060629403934,0.40518670176464805,-0.5202175313932038,0.4461740787460742,0.9254042331578519,74518,40786,33248
ptv3_scannet20_maskedmodel_full,retained,fixed_points_4000,fixed_count_drop,5,sofa,0.048796060629403934,0.3599540893776136,-0.5103971667978098,0.4456566582626613,0.8703512561754234,21815,14916,9722
ptv3_scannet20_maskedmodel_full,retained,fixed_points_4000,fixed_count_drop,6,table,0.048796060629403934,0.3208660543946042,-0.4561137362150712,0.374375566196453,0.7769797906096754,38635,20907,14464
ptv3_scannet20_maskedmodel_full,retained,fixed_points_4000,fixed_count_drop,7,door,0.048796060629403934,0.14576585913546627,-0.5841299421409305,0.1628237904587329,0.7298958012763967,41462,11603,6751
ptv3_scannet20_maskedmodel_full,retained,fixed_points_4000,fixed_count_drop,8,window,0.048796060629403934,0.17486013569813083,-0.5442281460734197,0.3060310405888674,0.7190882817715506,28801,30419,8814
ptv3_scannet20_maskedmodel_full,retained,fixed_points_4000,fixed_count_drop,9,bookshelf,0.048796060629403934,0.0722891566265057,-0.7582314696852755,0.07450632556836714,0.8305206263117813,21421,2253,1596
ptv3_scannet20_maskedmodel_full,retained,fixed_points_4000,fixed_count_drop,10,picture,0.048796060629403934,0.0394224157689654,-0.34870163908977997,0.03943145346171391,0.38812405485874535,4362,173,172
ptv3_scannet20_maskedmodel_full,retained,fixed_points_4000,fixed_count_drop,11,counter,0.048796060629403934,0.29670182934970896,-0.42139801841952446,0.31260551491276994,0.7180998477692334,7108,2603,2222
ptv3_scannet20_maskedmodel_full,retained,fixed_points_4000,fixed_count_drop,12,desk,0.048796060629403934,0.024303163169432984,-0.6812425753214422,0.024926121033020526,0.7055457384908752,15566,787,388
ptv3_scannet20_maskedmodel_full,retained,fixed_points_4000,fixed_count_drop,13,curtain,0.048796060629403934,0.06339819407350844,-0.714432667656777,0.06818026396772162,0.7778308617302855,14623,2100,997
ptv3_scannet20_maskedmodel_full,retained,fixed_points_4000,fixed_count_drop,14,refridgerator,0.048796060629403934,0.29938616071428154,-0.4131660757816165,0.3696813092161866,0.712552236495898,5805,3509,2146
ptv3_scannet20_maskedmodel_full,retained,fixed_points_4000,fixed_count_drop,15,shower curtain,0.048796060629403934,0.3636216128508784,-0.33292539063634213,0.38432515863487593,0.6965470034872205,5831,2573,2241
ptv3_scannet20_maskedmodel_full,retained,fixed_points_4000,fixed_count_drop,16,toilet,0.048796060629403934,0.7134744450180569,-0.22584098520465123,0.7565693430656796,0.9393154302227081,5480,4477,4146
ptv3_scannet20_maskedmodel_full,retained,fixed_points_4000,fixed_count_drop,17,sink,0.048796060629403934,0.35574156421657455,-0.3405842436630173,0.378303198887333,0.6963258078795919,3595,1588,1360
ptv3_scannet20_maskedmodel_full,retained,fixed_points_4000,fixed_count_drop,18,bathtub,0.048796060629403934,0.7259631490787148,-0.16356909129998465,0.7421232876712202,0.8895322403786995,5840,4464,4334
ptv3_scannet20_maskedmodel_full,retained,fixed_points_4000,fixed_count_drop,19,otherfurniture,0.048796060629403934,0.04574801185956927,-0.5827730921107853,0.0460106457096674,0.6285211039703545,35883,1857,1651
ptv3_scannet20_maskedmodel_full,retained,classwise_keep0p2,classwise_random_drop,0,wall,0.20004444043987837,0.8401223599009922,-0.032382371712458946,0.9459274026342674,0.8725047316134511,1528926,1638806,1446253
ptv3_scannet20_maskedmodel_full,retained,classwise_keep0p2,classwise_random_drop,1,floor,0.20004444043987837,0.9524522867995033,-0.011343826464300433,0.9885130008619911,0.9637961132638038,1394446,1431223,1378428
ptv3_scannet20_maskedmodel_full,retained,classwise_keep0p2,classwise_random_drop,2,cabinet,0.20004444043987837,0.6518895800610863,-0.06573513367116768,0.7875227171458751,0.717624713732254,199739,198857,157299
ptv3_scannet20_maskedmodel_full,retained,classwise_keep0p2,classwise_random_drop,3,bed,0.20004444043987837,0.7867845185093723,-0.053529503759242814,0.8210736942631706,0.8403140222686151,131937,114080,108330
ptv3_scannet20_maskedmodel_full,retained,classwise_keep0p2,classwise_random_drop,4,chair,0.20004444043987837,0.8856801163312176,-0.03972411682663435,0.9356569262722649,0.9254042331578519,417916,414608,391026
ptv3_scannet20_maskedmodel_full,retained,classwise_keep0p2,classwise_random_drop,5,sofa,0.20004444043987837,0.8476044240781164,-0.02274683209730699,0.9120299457877972,0.8703512561754234,116210,114820,105987
ptv3_scannet20_maskedmodel_full,retained,classwise_keep0p2,classwise_random_drop,6,table,0.20004444043987837,0.7613791711008381,-0.015600619508837288,0.8525967725221615,0.7769797906096754,212302,206443,181008
ptv3_scannet20_maskedmodel_full,retained,classwise_keep0p2,classwise_random_drop,7,door,0.20004444043987837,0.6135205334653634,-0.11637526781103336,0.7191191845871118,0.7298958012763967,217117,193503,156133
